 frequency       frequency       frequency       v(out)          v(out)          vdb(out)        vp(out)        
 2.23872114e+04  2.23872114e+04  0.00000000e+00  5.05380306e-05 -7.10883088e-03 -4.29638169e+01 -1.56368726e+00 
 2.51188643e+04  2.51188643e+04  0.00000000e+00  4.01442019e-05 -6.33581805e-03 -4.39637717e+01 -1.56446034e+00 
 2.81838293e+04  2.81838293e+04  0.00000000e+00  3.18879363e-05 -5.64685041e-03 -4.49637359e+01 -1.56514936e+00 
 3.16227766e+04  3.16227766e+04  0.00000000e+00  2.53296543e-05 -5.03279373e-03 -4.59637074e+01 -1.56576345e+00 
 3.54813389e+04  3.54813389e+04  0.00000000e+00  2.01201644e-05 -4.48550550e-03 -4.69636847e+01 -1.56631076e+00 
 3.98107171e+04  3.98107171e+04  0.00000000e+00  1.59820808e-05 -3.99772753e-03 -4.79636668e+01 -1.56679856e+00 
 4.46683592e+04  4.46683592e+04  0.00000000e+00  1.26950598e-05 -3.56299012e-03 -4.89636525e+01 -1.56723331e+00 
 5.01187234e+04  5.01187234e+04  0.00000000e+00  1.00840707e-05 -3.17552658e-03 -4.99636412e+01 -1.56762078e+00 
 5.62341325e+04  5.62341325e+04  0.00000000e+00  8.01007873e-06 -2.83019691e-03 -5.09636322e+01 -1.56796611e+00 
 6.30957344e+04  6.30957344e+04  0.00000000e+00  6.36264218e-06 -2.52241981e-03 -5.19636250e+01 -1.56827390e+00 
 7.07945784e+04  7.07945784e+04  0.00000000e+00  5.05403294e-06 -2.24811196e-03 -5.29636193e+01 -1.56854821e+00 
 7.94328235e+04  7.94328235e+04  0.00000000e+00  4.01456524e-06 -2.00363398e-03 -5.39636148e+01 -1.56879269e+00 
 8.91250938e+04  8.91250938e+04  0.00000000e+00  3.18888515e-06 -1.78574214e-03 -5.49636112e+01 -1.56901058e+00 
 1.00000000e+05  1.00000000e+05  0.00000000e+00  2.53302317e-06 -1.59154540e-03 -5.59636084e+01 -1.56920478e+00 
 1.12201845e+05  1.12201845e+05  0.00000000e+00  2.01205288e-06 -1.41846707e-03 -5.69636061e+01 -1.56937786e+00 
 1.25892541e+05  1.25892541e+05  0.00000000e+00  1.59823107e-06 -1.26421063e-03 -5.79636043e+01 -1.56953211e+00 
 1.41253754e+05  1.41253754e+05  0.00000000e+00  1.26952048e-06 -1.12672928e-03 -5.89636029e+01 -1.56966960e+00 
 1.58489319e+05  1.58489319e+05  0.00000000e+00  1.00841623e-06 -1.00419879e-03 -5.99636017e+01 -1.56979213e+00 
 1.77827941e+05  1.77827941e+05  0.00000000e+00  8.01013647e-07 -8.94993299e-04 -6.09636008e+01 -1.56990133e+00 
 1.99526231e+05  1.99526231e+05  0.00000000e+00  6.36267861e-07 -7.97663749e-04 -6.19636001e+01 -1.56999866e+00 
 2.23872114e+05  2.23872114e+05  0.00000000e+00  5.05405593e-07 -7.10918658e-04 -6.29635996e+01 -1.57008541e+00 
 2.51188643e+05  2.51188643e+05  0.00000000e+00  4.01457974e-07 -6.33606986e-04 -6.39635991e+01 -1.57016272e+00 
 2.81838293e+05  2.81838293e+05  0.00000000e+00  3.18889430e-07 -5.64702868e-04 -6.49635988e+01 -1.57023162e+00 
